ID,kind,number,harai,ninki
201901020101,三連単,7 → 1 → 5,22810,75
201901020102,単勝,1,180,1
201901020102,複勝,1br8br3,110br250br350,1br4br6
201901020102,枠連,1 - 7,240,1
201901020102,馬連,1 - 8,900,3
201901020102,ワイド,1 - 8br1 - 3br3 - 8,"420br570br2,230",4br8br19
201901020102,馬単,1 → 8,1140,4
201901020102,三連複,1 - 3 - 8,4400,13
201901020102,三連単,1 → 8 → 3,11760,38
201901020103,単勝,3,270,1
201901020103,複勝,3br2br4,160br130br980,3br1br10
201901020103,枠連,2 - 3,420,1
201901020103,馬連,2 - 3,450,1
201901020103,ワイド,2 - 3br3 - 4br2 - 4,"210br3,560br2,190",1br31br24
201901020103,馬単,3 → 2,920,3
201901020103,三連複,2 - 3 - 4,8010,22
201901020103,三連単,3 → 2 → 4,26890,82
201901020104,単勝,11,250,1
201901020104,複勝,11br5br4,150br240br300,1br4br6
201901020104,枠連,5 - 8,1070,4
201901020104,馬連,5 - 11,1140,3
201901020104,ワイド,5 - 11br4 - 11br4 - 5,"420br480br1,120",3br4br16
201901020104,馬単,11 → 5,1550,3
201901020104,三連複,4 - 5 - 11,3080,11
201901020104,三連単,11 → 5 → 4,10910,25
201901020105,単勝,2,320,2
201901020105,複勝,2br1br3,160br180br560,2br3br7
201901020105,枠連,1 - 2,1460,8
201901020105,馬連,1 - 2,1440,7
201901020105,ワイド,1 - 2br2 - 3br1 - 3,"540br1,390br2,200",8br17br22
201901020105,馬単,2 → 1,2420,10
201901020105,三連複,1 - 2 - 3,6510,25
201901020105,三連単,2 → 1 → 3,23690,98
201901020106,単勝,13,260,1
201901020106,複勝,13br1br7,140br190br680,1br3br8
201901020106,枠連,1 - 8,690,1
201901020106,馬連,1 - 13,780,1
201901020106,ワイド,1 - 13br7 - 13br1 - 7,"420br1,810br2,280",2br20br26
201901020106,馬単,13 → 1,1390,2
201901020106,三連複,1 - 7 - 13,8810,28
201901020106,三連単,13 → 1 → 7,25510,80
201901020107,単勝,11,210,1
201901020107,複勝,11br16br8,140br540br290,1br9br5
201901020107,枠連,6 - 8,2640,12
201901020107,馬連,11 - 16,4010,14
201901020107,ワイド,11 - 16br8 - 11br8 - 16,"1,000br730br4,710",10br5br45
201901020107,馬単,11 → 16,5680,19
201901020107,三連複,8 - 11 - 16,16110,53
201901020107,三連単,11 → 16 → 8,65350,212
201901020108,単勝,5,470,3
201901020108,複勝,5br9br1,180br420br440,1br5br7
201901020108,枠連,5 - 7,800,6
201901020108,馬連,5 - 9,3190,9
201901020108,ワイド,5 - 9br1 - 5br1 - 9,"1,120br1,430br4,000",11br17br38
201901020108,馬単,5 → 9,4640,14
201901020108,三連複,1 - 5 - 9,19520,63
201901020108,三連単,5 → 9 → 1,87950,287
201901020109,単勝,1,490,2
201901020109,複勝,1br7br9,120br110br440,2br1br7
201901020109,枠連,1 - 5,310,1
201901020109,馬連,1 - 7,280,1
201901020109,ワイド,1 - 7br1 - 9br7 - 9,"170br1,330br810",1br14br8
201901020109,馬単,1 → 7,1080,4
201901020109,三連複,1 - 7 - 9,2580,7
201901020109,三連単,1 → 7 → 9,15120,45
201901020110,単勝,5,880,4
201901020110,複勝,5br10br11,210br180br150,4br3br2
201901020110,枠連,5 - 7,2350,9
201901020110,馬連,5 - 10,2590,10
201901020110,ワイド,5 - 10br5 - 11br10 - 11,800br570br450,9br5br4
201901020110,馬単,5 → 10,5580,17
201901020110,三連複,5 - 10 - 11,3510,14
201901020110,三連単,5 → 10 → 11,25740,84
201901020111,単勝,11,610,5
201901020111,複勝,11br6br9,260br620br230,6br7br5
201901020111,枠連,6 - 8,5290,14
201901020111,馬連,6 - 11,10210,26
201901020111,ワイド,6 - 11br9 - 11br6 - 9,"2,530br980br2,100",25br15br20
201901020111,馬単,11 → 6,16790,41
201901020111,三連複,6 - 9 - 11,20240,58
201901020111,三連単,11 → 6 → 9,132340,317
201901020112,単勝,9,750,2
201901020112,複勝,9br13br5,180br110br550,2br1br9
201901020112,枠連,6 - 8,440,1
201901020112,馬連,9 - 13,440,1
201901020112,ワイド,9 - 13br5 - 9br5 - 13,"250br2,470br890",1br26br8
201901020112,馬単,9 → 13,1530,6
201901020112,三連複,5 - 9 - 13,3800,13
201901020112,三連単,9 → 13 → 5,20210,65
201901020201,単勝,5,150,1
201901020201,複勝,5br10br9,110br470br400,1br7br5
201901020201,枠連,5 - 8,560,4
201901020201,馬連,5 - 10,2080,8
201901020201,ワイド,5 - 10br5 - 9br9 - 10,"770br550br3,060",9br7br24
201901020201,馬単,5 → 10,2320,8
201901020201,三連複,5 - 9 - 10,5520,17
201901020201,三連単,5 → 10 → 9,15280,50
201901020202,単勝,5,390,2
201901020202,複勝,5br1br9,180br200br290,2br4br5
201901020202,枠連,1 - 5,1440,5
201901020202,馬連,1 - 5,1300,4
201901020202,ワイド,1 - 5br5 - 9br1 - 9,"530br760br1,440",5br9br18
201901020202,馬単,5 → 1,2160,7
201901020202,三連複,1 - 5 - 9,4920,17
201901020202,三連単,5 → 1 → 9,18730,61
201901020203,単勝,6,670,3
201901020203,複勝,6br11br9,190br120br180,5br1br4
201901020203,枠連,3 - 6,360,1
201901020203,馬連,6 - 11,730,2
201901020203,ワイド,6 - 11br6 - 9br9 - 11,300br610br320,2br7br3
201901020203,馬単,6 → 11,1990,6
201901020203,三連複,6 - 9 - 11,1520,3
201901020203,三連単,6 → 11 → 9,9740,21
201901020204,単勝,9,710,4
201901020204,複勝,9br2br7,160br130br120,3br2br1
201901020204,枠連,2 - 6,1250,5
201901020204,馬連,2 - 9,1280,5
201901020204,ワイド,2 - 9br7 - 9br2 - 7,370br290br190,4br2br1
201901020204,馬単,9 → 2,3150,13
201901020204,三連複,2 - 7 - 9,850,1
201901020204,三連単,9 → 2 → 7,7520,16
201901020205,単勝,9,710,4
201901020205,複勝,9br2br1,"240br210br1,120",4br3br9
201901020205,枠連,2 - 7,1890,6
201901020205,馬連,2 - 9,2040,6
201901020205,ワイド,2 - 9br1 - 9br1 - 2,"630br4,510br3,390",6br29br28
201901020205,馬単,9 → 2,3700,12
201901020205,三連複,1 - 2 - 9,24820,53
201901020205,三連単,9 → 2 → 1,94560,203
201901020206,単勝,5,9070,10
201901020206,複勝,5br9br12,"1,430br690br770",10br8br9
201901020206,枠連,4 - 6,7910,17
201901020206,馬連,5 - 9,73300,59
201901020206,ワイド,5 - 9br5 - 12br9 - 12,"12,270br13,610br6,380",50br53br41
201901020206,馬単,5 → 9,151860,110
201901020206,三連複,5 - 9 - 12,384670,222
201901020206,三連単,5 → 9 → 12,2597390,1327
201901020207,単勝,8,510,2
201901020207,複勝,8br10br7,170br120br460,2br1br8
201901020207,枠連,7 - 8,290,1
201901020207,馬連,8 - 10,530,1
201901020207,ワイド,8 - 10br7 - 8br7 - 10,"280br1,940br960",1br23br14
201901020207,馬単,8 → 10,1660,6
201901020207,三連複,7 - 8 - 10,4480,13
201901020207,三連単,8 → 10 → 7,20970,71
201901020208,単勝,2,3170,7
201901020208,複勝,2br9br11,420br110br180,7br1br2
201901020208,枠連,2 - 7,2720,9
201901020208,馬連,2 - 9,2140,6
201901020208,ワイド,2 - 9br2 - 11br9 - 11,"790br2,250br350",6br25br4
201901020208,馬単,2 → 9,7530,21
201901020208,三連複,2 - 9 - 11,4210,12
201901020208,三連単,2 → 9 → 11,33820,111
201901020209,単勝,8,120,1
201901020209,複勝,8br4br7,100br150br240,1br3br5
201901020209,馬連,4 - 8,340,2
201901020209,ワイド,4 - 8br7 - 8br4 - 7,190br370br870,2br5br11
201901020209,馬単,8 → 4,430,2
201901020209,三連複,4 - 7 - 8,1360,5
201901020209,三連単,8 → 4 → 7,2610,7
201901020210,単勝,11,480,3
201901020210,複勝,11br12br10,190br340br220,4br6br5
201901020210,枠連,8 - 8,2230,8
201901020210,馬連,11 - 12,2210,11
201901020210,ワイド,11 - 12br10 - 11br10 - 12,"680br650br1,250",11br10br15
201901020210,馬単,11 → 12,3800,19
201901020210,三連複,10 - 11 - 12,4580,18
201901020210,三連単,11 → 12 → 10,22270,90
201901020211,単勝,1,470,3
201901020211,複勝,1br10br9,170br180br120,3br4br1
201901020211,枠連,1 - 6,490,2
201901020211,馬連,1 - 10,2150,7
201901020211,ワイド,1 - 10br1 - 9br9 - 10,630br290br330,6br2br3
201901020211,馬単,1 → 10,3650,15
201901020211,三連複,1 - 9 - 10,1260,3
201901020211,三連単,1 → 10 → 9,10150,31
201901020212,単勝,7,3120,11
201901020212,複勝,7br6br14,700br140br290,11br1br3
201901020212,枠連,3 - 4,3950,15
201901020212,馬連,6 - 7,4750,17
201901020212,ワイド,6 - 7br7 - 14br6 - 14,"1,720br5,080br650",19br50br4
201901020212,馬単,7 → 6,13040,42
201901020212,三連複,6 - 7 - 14,16870,55
201901020212,三連単,7 → 6 → 14,139120,427
201901020301,単勝,1,280,1
201901020301,複勝,1br6br5,110br140br130,1br4br3
201901020301,馬連,1 - 6,700,3
201901020301,ワイド,1 - 6br1 - 5br5 - 6,270br190br340,4br2br6
201901020301,馬単,1 → 6,1180,4
201901020301,三連複,1 - 5 - 6,810,3
201901020301,三連単,1 → 6 → 5,3740,10
201901020302,単勝,6,210,1
201901020302,複勝,6br9br4,110br180br220,1br4br5
201901020302,枠連,6 - 8,780,3
201901020302,馬連,6 - 9,690,3
201901020302,ワイド,6 - 9br4 - 6br4 - 9,300br390br590,3br6br9
201901020302,馬単,6 → 9,1290,5
201901020302,三連複,4 - 6 - 9,1340,5
201901020302,三連単,6 → 9 → 4,4980,17
201901020303,単勝,1,370,1
201901020303,複勝,1br9br4,190br460br740,2br7br8
201901020303,枠連,1 - 6,1860,10
201901020303,馬連,1 - 9,3290,14
201901020303,ワイド,1 - 9br1 - 4br4 - 9,"1,150br2,230br4,240",12br23br39
201901020303,馬単,1 → 9,5220,21
201901020303,三連複,1 - 4 - 9,26150,81
201901020303,三連単,1 → 9 → 4,127290,392
201901020304,単勝,10,5650,10
201901020304,複勝,10br5br14,"1,490br160br640",10br1br8
201901020304,枠連,4 - 6,930,3
201901020304,馬連,5 - 10,12810,30
201901020304,ワイド,5 - 10br10 - 14br5 - 14,"3,830br12,250br1,330",32br59br16
201901020304,馬単,10 → 5,33780,75
201901020304,三連複,5 - 10 - 14,53070,110
201901020304,三連単,10 → 5 → 14,512140,792
201901020305,単勝,2,190,1
201901020305,複勝,2br9br8,110br120br130,1br2br3
201901020305,枠連,2 - 7,190,1
201901020305,馬連,2 - 9,400,1
201901020305,ワイド,2 - 9br2 - 8br8 - 9,200br210br360,1br2br4
201901020305,馬単,2 → 9,560,1
201901020305,三連複,2 - 8 - 9,700,1
201901020305,三連単,2 → 9 → 8,1860,1
201901020306,単勝,11,1080,7
201901020306,複勝,11br10br4,360br310br180,8br7br1
201901020306,枠連,5 - 6,2410,11
201901020306,馬連,10 - 11,4360,24
201901020306,ワイド,10 - 11br4 - 11br4 - 10,"1,560br940br960",24br11br12
201901020306,馬単,11 → 10,8150,41
201901020306,三連複,4 - 10 - 11,8540,35
201901020306,三連単,11 → 10 → 4,49520,206
201901020307,単勝,9,870,4
201901020307,複勝,9br10br16,240br160br210,4br2br3
201901020307,枠連,5 - 5,2050,10
201901020307,馬連,9 - 10,1680,4
201901020307,ワイド,9 - 10br9 - 16br10 - 16,"650br1,290br680",5br13br7
201901020307,馬単,9 → 10,4020,14
201901020307,三連複,9 - 10 - 16,4740,13
201901020307,三連単,9 → 10 → 16,28040,81
201901020308,単勝,8,240,1
201901020308,複勝,8br10br7,120br170br180,1br3br4
201901020308,枠連,6 - 7,400,1
201901020308,馬連,8 - 10,730,2
201901020308,ワイド,8 - 10br7 - 8br7 - 10,310br380br610,2br3br8
201901020308,馬単,8 → 10,1160,2
201901020308,三連複,7 - 8 - 10,1500,3
201901020308,三連単,8 → 10 → 7,6400,8
201901020309,単勝,10,200,1
201901020309,複勝,10br1br8,110br110br110,2br3br1
201901020309,枠連,1 - 8,570,3
201901020309,馬連,1 - 10,560,3
201901020309,ワイド,1 - 10br8 - 10br1 - 8,190br160br160,3br1br2
201901020309,馬単,10 → 1,840,3
201901020309,三連複,1 - 8 - 10,340,1
201901020309,三連単,10 → 1 → 8,1670,2
201901020310,単勝,12,530,4
201901020310,複勝,12br14br13,190br170br150,4br3br1
201901020310,枠連,7 - 8,660,2
201901020310,馬連,12 - 14,1110,1
201901020310,ワイド,12 - 14br12 - 13br13 - 14,460br420br390,3br2br1
201901020310,馬単,12 → 14,2290,3
201901020310,三連複,12 - 13 - 14,1690,1
201901020310,三連単,12 → 14 → 13,9210,6
201901020311,単勝,11,640,3
201901020311,複勝,11br10br3,250br450br570,3br6br8
201901020311,枠連,6 - 7,1990,8
201901020311,馬連,10 - 11,6370,19
201901020311,ワイド,10 - 11br3 - 11br3 - 10,"1,970br2,760br2,830",20br34br36
201901020311,馬単,11 → 10,12230,35
201901020311,三連複,3 - 10 - 11,39920,120
201901020311,三連単,11 → 10 → 3,197760,535
201901020312,単勝,2,1270,6
201901020312,複勝,2br4br10,240br310br170,6br7br2
201901020312,枠連,2 - 4,6690,18
201901020312,馬連,2 - 4,6030,22
201901020312,ワイド,2 - 4br2 - 10br4 - 10,"1,400br630br850",21br8br13
201901020312,馬単,2 → 4,13160,44
201901020312,三連複,2 - 4 - 10,6820,29
201901020312,三連単,2 → 4 → 10,61620,209
201901020401,単勝,4,110,1
201901020401,複勝,4br6br8,110br940br560,1br8br6
201901020401,馬連,4 - 6,2550,8
201901020401,ワイド,4 - 6br4 - 8br6 - 8,"1,020br710br6,670",11br8br27
201901020401,馬単,4 → 6,3210,10
201901020401,三連複,4 - 6 - 8,8590,23
201901020401,三連単,4 → 6 → 8,29810,73
201901020402,単勝,6,160,1
201901020402,複勝,6br4br8,110br180br150,1br3br2
201901020402,枠連,4 - 5,730,4
201901020402,馬連,4 - 6,690,2
201901020402,ワイド,4 - 6br6 - 8br4 - 8,290br220br520,2br1br7
201901020402,馬単,6 → 4,1010,2
201901020402,三連複,4 - 6 - 8,940,1
201901020402,三連単,6 → 4 → 8,3540,2
201901020403,単勝,12,200,1
201901020403,複勝,12br10br3,110br330br940,1br4br10
201901020403,枠連,6 - 7,210,1
201901020403,馬連,10 - 12,2110,4
201901020403,ワイド,10 - 12br3 - 12br3 - 10,"720br1,710br8,700",4br16br48
201901020403,馬単,12 → 10,2930,7
201901020403,三連複,3 - 10 - 12,19640,42
201901020403,三連単,12 → 10 → 3,52960,124
201901020404,単勝,6,720,4
201901020404,複勝,6br3br4,200br120br280,4br1br6
201901020404,枠連,3 - 4,720,3
201901020404,馬連,3 - 6,810,2
201901020404,ワイド,3 - 6br4 - 6br3 - 4,"400br1,240br510",3br15br4
201901020404,馬単,6 → 3,2070,5
201901020404,三連複,3 - 4 - 6,2650,5
201901020404,三連単,6 → 3 → 4,14790,31
201901020405,単勝,5,660,4
201901020405,複勝,5br6br1,190br410br200,3br6br4
201901020405,馬連,5 - 6,4470,14
201901020405,ワイド,5 - 6br1 - 5br1 - 6,"1,120br490br1,100",14br6br13
201901020405,馬単,5 → 6,7670,22
201901020405,三連複,1 - 5 - 6,5280,18
201901020405,三連単,5 → 6 → 1,41540,111
201901020406,単勝,1,350,2
201901020406,複勝,1br7br5,140br550br130,2br8br1
201901020406,枠連,1 - 6,4910,16
201901020406,馬連,1 - 7,6200,18
201901020406,ワイド,1 - 7br1 - 5br5 - 7,"1,530br240br1,330",18br1br16
201901020406,馬単,1 → 7,9090,31
201901020406,三連複,1 - 5 - 7,4760,16
201901020406,三連単,1 → 7 → 5,30760,102
201901020407,単勝,6,590,4
201901020407,複勝,6br10br4,180br160br170,4br2br3
201901020407,枠連,5 - 7,440,1
201901020407,馬連,6 - 10,1250,4
201901020407,ワイド,6 - 10br4 - 6br4 - 10,520br650br460,6br8br4
201901020407,馬単,6 → 10,3120,12
201901020407,三連複,4 - 6 - 10,2570,6
201901020407,三連単,6 → 10 → 4,14810,39
201901020408,単勝,8,270,1
201901020408,複勝,8br13br12,130br140br230,1br2br5
201901020408,枠連,6 - 8,310,1
201901020408,馬連,8 - 13,750,1
201901020408,ワイド,8 - 13br8 - 12br12 - 13,290br500br620,1br4br9
201901020408,馬単,8 → 13,1160,1
201901020408,三連複,8 - 12 - 13,1760,2
201901020408,三連単,8 → 13 → 12,5710,1
201901020409,単勝,10,200,1
201901020409,複勝,10br7br6,"120br180br1,110",1br3br12
201901020409,枠連,5 - 6,670,3
201901020409,馬連,7 - 10,780,2
201901020409,ワイド,7 - 10br6 - 10br6 - 7,"320br2,810br6,710",2br32br52
201901020409,馬単,10 → 7,1180,3
201901020409,三連複,6 - 7 - 10,16750,53
201901020409,三連単,10 → 7 → 6,55290,174
201901020410,単勝,10,430,3
201901020410,複勝,10br5br1,180br590br160,3br8br1
201901020410,枠連,4 - 6,1800,11
201901020410,馬連,5 - 10,6300,21
201901020410,ワイド,5 - 10br1 - 10br1 - 5,"1,560br410br1,410",20br2br19
201901020410,馬単,10 → 5,8490,34
201901020410,三連複,1 - 5 - 10,5870,20
201901020410,三連単,10 → 5 → 1,40040,137
201901020411,単勝,13,230,1
201901020411,複勝,13br7br16,110br150br180,1br2br3
201901020411,枠連,4 - 7,640,1
201901020411,馬連,7 - 13,760,1
201901020411,ワイド,7 - 13br13 - 16br7 - 16,300br330br640,1br2br5
201901020411,馬単,13 → 7,1170,1
201901020411,三連複,7 - 13 - 16,1410,1
201901020411,三連単,13 → 7 → 16,4480,1
201901020412,単勝,11,1880,6
201901020412,複勝,11br5br6,400br170br200,6br1br3
201901020412,枠連,4 - 7,2250,9
201901020412,馬連,5 - 11,5800,19
201901020412,ワイド,5 - 11br6 - 11br5 - 6,"1,760br1,210br590",18br11br6
201901020412,馬単,11 → 5,15160,55
201901020412,三連複,5 - 6 - 11,7950,18
201901020412,三連単,11 → 5 → 6,73300,252
201901020501,単勝,2,260,2
201901020501,複勝,2br14br9,110br790br110,2br8br1
201901020501,枠連,1 - 7,3360,10
201901020501,馬連,2 - 14,7150,16
201901020501,ワイド,2 - 14br2 - 9br9 - 14,"2,050br150br1,440",20br1br15
201901020501,馬単,2 → 14,11090,25
201901020501,三連複,2 - 9 - 14,3210,9
201901020501,三連単,2 → 14 → 9,27400,76
201901020502,単勝,12,3990,9
201901020502,複勝,12br7br2,380br200br100,7br3br1
201901020502,枠連,5 - 7,15310,22
201901020502,馬連,7 - 12,16930,30
201901020502,ワイド,7 - 12br2 - 12br2 - 7,"2,940br590br320",29br6br3
201901020502,馬単,12 → 7,47250,65
201901020502,三連複,2 - 7 - 12,4620,19
201901020502,三連単,12 → 7 → 2,117380,236
201901020503,単勝,12,380,2
201901020503,複勝,12br11br4,130br180br180,1br4br3
201901020503,枠連,8 - 8,830,3
201901020503,馬連,11 - 12,730,2
201901020503,ワイド,11 - 12br4 - 12br4 - 11,310br500br730,2br5br7
201901020503,馬単,12 → 11,1310,3
201901020503,三連複,4 - 11 - 12,1790,3
201901020503,三連単,12 → 11 → 4,8020,14
201901020504,単勝,6,190,1
201901020504,複勝,6br15br10,110br260br240,1br5br3
201901020504,枠連,3 - 8,970,4
201901020504,馬連,6 - 15,1530,4
201901020504,ワイド,6 - 15br6 - 10br10 - 15,"600br570br1,690",4br3br20
201901020504,馬単,6 → 15,2040,5
201901020504,三連複,6 - 10 - 15,5490,15
201901020504,三連単,6 → 15 → 10,17620,33
201901020505,単勝,11,870,5
201901020505,複勝,11br10br6,230br210br200,5br4br3
201901020505,枠連,7 - 7,2400,11
201901020505,馬連,10 - 11,2420,12
201901020505,ワイド,10 - 11br6 - 11br6 - 10,830br670br760,14br6br10
201901020505,馬単,11 → 10,5180,26
201901020505,三連複,6 - 10 - 11,4840,20
201901020505,三連単,11 → 10 → 6,28000,112
201901020506,単勝,2,2450,9
201901020506,複勝,2br7br1,550br200br250,7br3br4
201901020506,枠連,2 - 5,5810,20
201901020506,馬連,2 - 7,4030,17
201901020506,ワイド,2 - 7br1 - 2br1 - 7,"1,360br1,530br850",15br18br7
201901020506,馬単,2 → 7,11720,45
201901020506,三連複,1 - 2 - 7,10940,34
201901020506,三連単,2 → 7 → 1,76840,251
201901020507,単勝,3,190,1
201901020507,複勝,3br9br14,120br160br150,1br4br3
201901020507,枠連,3 - 6,470,3
201901020507,馬連,3 - 9,790,2
201901020507,ワイド,3 - 9br3 - 14br9 - 14,290br250br460,3br2br4
201901020507,馬単,3 → 9,1090,2
201901020507,三連複,3 - 9 - 14,1190,3
201901020507,三連単,3 → 9 → 14,4800,6
201901020508,単勝,4,300,2
201901020508,複勝,4br3br7,140br170br140,1br4br3
201901020508,枠連,2 - 2,1290,4
201901020508,馬連,3 - 4,1300,5
201901020508,ワイド,3 - 4br4 - 7br3 - 7,500br230br410,6br1br5
201901020508,馬単,4 → 3,2030,7
201901020508,三連複,3 - 4 - 7,1150,2
201901020508,三連単,4 → 3 → 7,5580,11
201901020509,単勝,10,340,1
201901020509,複勝,10br12br13,140br140br160,1br2br3
201901020509,枠連,6 - 7,510,1
201901020509,馬連,10 - 12,930,1
201901020509,ワイド,10 - 12br10 - 13br12 - 13,350br390br410,1br2br3
201901020509,馬単,10 → 12,2040,4
201901020509,三連複,10 - 12 - 13,1350,1
201901020509,三連単,10 → 12 → 13,7620,6
201901020510,単勝,3,4680,12
201901020510,複勝,3br10br11,810br140br370,11br1br7
201901020510,枠連,2 - 5,4400,17
201901020510,馬連,3 - 10,4680,14
201901020510,ワイド,3 - 10br3 - 11br10 - 11,"1,900br6,290br630",21br62br4
201901020510,馬単,3 → 10,12980,43
201901020510,三連複,3 - 10 - 11,14630,43
201901020510,三連単,3 → 10 → 11,110060,341
201901020511,単勝,6,2940,5
201901020511,複勝,6br11br1,420br290br140,5br3br2
201901020511,枠連,5 - 8,2220,7
201901020511,馬連,6 - 11,6890,19
201901020511,ワイド,6 - 11br1 - 6br1 - 11,"1,520br780br560",16br7br5
201901020511,馬単,6 → 11,20480,38
201901020511,三連複,1 - 6 - 11,6720,17
201901020511,三連単,6 → 11 → 1,89460,205
201901020512,単勝,1,2350,8
201901020512,複勝,1br7br10,500br150br410,8br1br7
201901020512,枠連,1 - 4,2240,9
201901020512,馬連,1 - 7,3450,10
201901020512,ワイド,1 - 7br1 - 10br7 - 10,"980br4,030br1,370",8br43br14
201901020512,馬単,1 → 7,9850,36
201901020512,三連複,1 - 7 - 10,20780,69
201901020512,三連単,1 → 7 → 10,150760,478
201901020601,単勝,4br14,140br170,1br2
