,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,後3F,コーナー通過順,厩舎,馬体重(増減),ID,corner1_diff,corner2_diff,corner3_diff,corner4_diff,condition,racename,racestart,racekind,raceweather,racefieldconditin
4,5,6,7,ヴォカツィオーネ,牝5,55.0,丹内,1:44.7,クビ,8.0,22.2,36.8,10-10-10-8,栗東田所,468(+4),201901010412,13.5,13.2,7.799999999999999,8.7,B,ポプラ特別,16:05発走,ダ1700m(右),天候:晴,馬場:良
5,6,4,4,レンブランサ,牝4,55.0,勝浦,1:44.9,1.1/4,3.0,12.4,37.6,7-7-7-8,栗東宮本,434(-2),201901010412,7.2,6.8999999999999995,4.499999999999999,8.399999999999999,B,ポプラ特別,16:05発走,ダ1700m(右),天候:晴,馬場:良
6,7,2,2,サクレディーヴァ,牝6,55.0,岩田康,1:45.2,1.3/4,9.0,26.5,38.4,2-2-2-2,美浦加藤征,518(-6),201901010412,1.8,0.3,0.3,1.5,B,ポプラ特別,16:05発走,ダ1700m(右),天候:晴,馬場:良
7,8,7,10,メモリーコウ,牝4,55.0,古川,1:45.2,クビ,4.0,14.0,38.0,7-7-7-5,栗東松永幹,462(+16),201901010412,7.5,7.199999999999999,4.799999999999999,5.3999999999999995,C,ポプラ特別,16:05発走,ダ1700m(右),天候:晴,馬場:良
8,9,6,8,キープシークレット,牝4,55.0,菱田,1:45.3,1/2,10.0,164.7,38.3,5-6-3-5,栗東石坂公,462(+8),201901010412,3.9,5.1,2.6999999999999997,5.1,C,ポプラ特別,16:05発走,ダ1700m(右),天候:晴,馬場:良
9,10,5,6,サンローレンス,牝4,55.0,横山和,1:46.2,5,11.0,250.3,37.5,11-11-11-11,美浦伊藤伸,462(+10),201901010412,16.5,16.2,13.799999999999999,13.2,C,ポプラ特別,16:05発走,ダ1700m(右),天候:晴,馬場:良
10,11,8,12,ブラックモリオン,牝3,52.0,藤岡康,1:46.6,2.1/2,7.0,19.3,39.6,2-4-3-10,栗東池添学,496(+14),201901010412,2.1,3.5999999999999996,2.4,10.2,C,ポプラ特別,16:05発走,ダ1700m(右),天候:晴,馬場:良
11,除外,7,9,マーガレットスカイ,牝4,55.0,横山武,,,,,,,美浦黒岩,488(-12),201901010412,18.0,17.7,15.299999999999999,14.7,C,ポプラ特別,16:05発走,ダ1700m(右),天候:晴,馬場:良
0,1,8,13,ヤウガウ,牡2,54.0,ルメー,1:45.2,,1.0,1.7,37.7,4-3-2-1,栗東須貝,456(+4),201901010501,4.5,3.3,1.8,0.3,B,2歳未勝利,09:50発走,ダ1700m(右),天候:曇,馬場:不
1,2,6,10,フラーレン,牝2,54.0,藤岡康,1:45.5,1.3/4,4.0,10.6,37.6,12-11-7-5,栗東牧田,494(-8),201901010501,12.000000000000004,11.700000000000001,5.4,4.2,B,2歳未勝利,09:50発走,ダ1700m(右),天候:曇,馬場:不
2,3,5,8,クローストゥミー,牡2,54.0,池添,1:45.5,クビ,2.0,6.3,38.0,5-5-2-3,美浦木村,492(0),201901010501,6.0,4.8,2.1,2.1,B,2歳未勝利,09:50発走,ダ1700m(右),天候:曇,馬場:不
3,4,3,3,ラフリッグフェル,牝2,54.0,藤岡佑,1:46.6,7,8.0,54.2,37.8,7-8-12-10,栗東寺島,428(-10),201901010501,9.3,8.1,14.4,9.3,B,2歳未勝利,09:50発走,ダ1700m(右),天候:曇,馬場:不
4,5,7,12,ヤマノマタカ,牡2,54.0,吉田隼,1:46.7,3/4,14.0,263.6,37.6,14-14-14-13,美浦相沢,454(-2),201901010501,15.000000000000004,16.5,17.4,12.600000000000001,C,2歳未勝利,09:50発走,ダ1700m(右),天候:曇,馬場:不
5,6,5,7,ウルトラマリン,牝2,54.0,岩田康,1:46.8,1/2,3.0,7.0,39.3,3-2-2-2,栗東今野,458(-2),201901010501,3.0,1.5,1.5,0,B,2歳未勝利,09:50発走,ダ1700m(右),天候:曇,馬場:不
6,7,1,1,アピテソーロ,牡2,53.0,☆横山武,1:46.9,3/4,5.0,11.3,37.9,7-12-13-10,美浦武井,480(+2),201901010501,9.0,13.200000000000001,15.9,9.600000000000001,C,2歳未勝利,09:50発走,ダ1700m(右),天候:曇,馬場:不
7,8,7,11,アイルビーメジャー,牡2,54.0,丹内,1:47.3,2.1/2,9.0,82.9,39.6,7-8-5-5,美浦伊藤伸,460(+4),201901010501,9.900000000000002,8.700000000000001,3.9,3.9,C,2歳未勝利,09:50発走,ダ1700m(右),天候:曇,馬場:不
8,9,2,2,ヨシノパナギア,牝2,51.0,▲菅原明,1:47.4,3/4,10.0,94.9,39.7,2-3-5-5,美浦宗像,474(+4),201901010501,1.5,3.0,3.6,3.6,C,2歳未勝利,09:50発走,ダ1700m(右),天候:曇,馬場:不
9,10,4,5,タガノキトピロ,牡2,54.0,菱田,1:47.5,1/2,7.0,28.6,39.1,7-8-10-10,栗東加用,460(+2),201901010501,9.600000000000001,8.4,11.4,9.0,C,2歳未勝利,09:50発走,ダ1700m(右),天候:曇,馬場:不
10,11,3,4,ラグリマスネグラス,牡2,51.0,▲団野,1:47.7,1,6.0,23.0,40.3,1-1-1-3,美浦藤沢和,552(+6),201901010501,0,0,0,1.8,B,2歳未勝利,09:50発走,ダ1700m(右),天候:曇,馬場:不
11,12,8,14,スズカコーズマンボ,牡2,54.0,桑村真,1:47.7,ハナ,11.0,110.3,39.5,7-6-8-8,美浦伊藤圭,458(+2),201901010501,10.200000000000003,6.6,8.4,7.5,B,2歳未勝利,09:50発走,ダ1700m(右),天候:曇,馬場:不
12,13,4,6,テントップギヤ,牡2,53.0,☆坂井,1:48.2,3,12.0,148.1,39.9,12-12-9-8,美浦中野,442(-6),201901010501,11.700000000000003,13.500000000000002,9.9,7.2,B,2歳未勝利,09:50発走,ダ1700m(右),天候:曇,馬場:不
13,14,6,9,セコイア,牝2,54.0,原田和,1:50.0,大,13.0,171.2,41.4,6-6-11-14,美浦竹内,454(+10),201901010501,7.5,6.3,12.9,15.600000000000001,C,2歳未勝利,09:50発走,ダ1700m(右),天候:曇,馬場:不
0,1,4,5,コスミックエナジー,牝2,54.0,藤岡佑,1:51.0,,1.0,2.7,37.2,3-3-3-2,栗東高野,438(-2),201901010502,1.8,3.3,3.3,0.3,B,2歳未勝利,10:25発走,芝1800m(右,天候:曇,馬場:稍
1,2,6,9,ウインドジャマー,牡2,54.0,ルメー,1:51.1,3/4,2.0,3.4,36.9,5-6-6-7,美浦藤沢和,480(0),201901010502,5.1,6.8999999999999995,6.8999999999999995,5.699999999999999,B,2歳未勝利,10:25発走,芝1800m(右,天候:曇,馬場:稍
2,3,5,8,ハギノエスペラント,牡2,54.0,藤岡康,1:51.2,クビ,8.0,30.6,37.2,7-6-4-3,栗東松田,460(+4),201901010502,6.6,6.6,5.1,1.8,C,2歳未勝利,10:25発走,芝1800m(右,天候:曇,馬場:稍
3,4,2,2,ウインセレナード,牝2,54.0,松岡,1:51.2,クビ,7.0,24.4,37.0,9-8-6-4,栗東加用,452(-4),201901010502,9.6,8.399999999999999,6.6,3.5999999999999996,B,2歳未勝利,10:25発走,芝1800m(右,天候:曇,馬場:稍
4,5,5,7,クリノティファニー,牝2,54.0,横山典,1:51.2,アタマ,10.0,46.2,37.2,5-4-4-4,栗東須貝,422(0),201901010502,4.8,4.8,4.8,3.3,B,2歳未勝利,10:25発走,芝1800m(右,天候:曇,馬場:稍
5,6,8,14,ドゥラモット,牝2,54.0,池添,1:51.4,1,3.0,7.0,37.1,8-8-6-4,栗東安田隆,470(-6),201901010502,8.1,8.7,7.199999999999999,3.8999999999999995,B,2歳未勝利,10:25発走,芝1800m(右,天候:曇,馬場:稍
6,7,1,1,コスモタイシ,牡2,54.0,丹内,1:51.4,クビ,4.0,8.7,36.6,14-13-12-10,美浦高橋祥,454(-2),201901010502,16.200000000000003,16.5,11.100000000000001,7.799999999999999,B,2歳未勝利,10:25発走,芝1800m(右,天候:曇,馬場:稍
7,8,3,4,ヴィクトワールボス,牡2,54.0,岩田康,1:51.5,1/2,5.0,12.7,38.4,2-1-1-1,美浦岩戸,502(0),201901010502,0,0,0,0,B,2歳未勝利,10:25発走,芝1800m(右,天候:曇,馬場:稍
8,9,7,11,クラウンマハロ,牡2,54.0,柴山,1:51.6,1/2,14.0,533.1,36.7,13-13-12-12,美浦尾形,496(+4),201901010502,14.700000000000001,16.2,10.8,9.3,D,2歳未勝利,10:25発走,芝1800m(右,天候:曇,馬場:稍
9,10,7,12,ワンダーカムラング,牡2,54.0,石川倭,1:52.1,3,9.0,45.1,37.6,9-10-9-7,栗東小崎,462(-6),201901010502,9.9,10.2,9.3,5.999999999999999,C,2歳未勝利,10:25発走,芝1800m(右,天候:曇,馬場:稍
10,11,3,3,クリノテッパン,牡2,54.0,古川,1:53.3,7,13.0,474.6,38.8,11-11-9-10,美浦天間,468(-6),201901010502,11.4,11.7,8.7,7.499999999999999,C,2歳未勝利,10:25発走,芝1800m(右,天候:曇,馬場:稍
11,12,4,6,ワイルドピット,牡2,51.0,▲菅原明,1:53.4,1/2,12.0,304.4,38.3,11-12-14-13,美浦浅野,424(-6),201901010502,11.700000000000001,13.2,12.600000000000001,10.8,B,2歳未勝利,10:25発走,芝1800m(右,天候:曇,馬場:稍
12,13,8,13,シャーベットフィズ,牡2,54.0,吉田隼,1:53.8,2.1/2,11.0,218.3,39.2,4-4-9-14,栗東吉村,460(-6),201901010502,3.3,5.1,9.0,12.3,D,2歳未勝利,10:25発走,芝1800m(右,天候:曇,馬場:稍
13,14,6,10,マイネルソラス,牡2,53.0,☆横山武,1:54.5,4,6.0,13.2,41.4,1-2-2-7,美浦和田郎,458(+4),201901010502,0.3,0.3,0.3,5.3999999999999995,C,2歳未勝利,10:25発走,芝1800m(右,天候:曇,馬場:稍
0,1,6,10,テーオーポシブル,牡3,56.0,荻野琢,1:44.2,,4.0,9.5,35.4,3-3-2-2,栗東梅田,454(-10),201901010503,3.3,3.3,1.8,0.3,B,3歳未勝利,10:55発走,ダ1700m(右),天候:曇,馬場:不
1,2,4,6,ゴーインピース,牝3,53.0,☆坂井,1:44.3,1/2,12.0,206.6,35.7,1-1-1-1,美浦手塚,438(+14),201901010503,0,0,0,0,C,3歳未勝利,10:55発走,ダ1700m(右),天候:曇,馬場:不
2,3,2,2,シゲルクロダイヤ,牡3,56.0,古川,1:44.6,2,3.0,5.4,35.6,5-6-6-4,栗東谷,496(0),201901010503,4.8,5.1,5.1,3.5999999999999996,B,3歳未勝利,10:55発走,ダ1700m(右),天候:曇,馬場:不
3,4,7,12,サンライズギガ,牡3,56.0,桑村真,1:45.3,4,10.0,42.0,35.7,11-12-13-10,栗東羽月,448(+4),201901010503,9.0,10.5,10.8,9.0,B,3歳未勝利,10:55発走,ダ1700m(右),天候:曇,馬場:不
4,5,5,8,ヤークトボマー,牡3,56.0,横山典,1:45.4,1/2,1.0,2.4,36.6,2-2-2-3,美浦中川,466(+6),201901010503,1.5,1.5,1.5,1.8,A,3歳未勝利,10:55発走,ダ1700m(右),天候:曇,馬場:不
5,6,8,13,シービークラーケン,牡3,56.0,ルメー,1:45.4,アタマ,2.0,5.3,36.5,5-3-4-4,美浦鈴木伸,514(-2),201901010503,5.3999999999999995,3.5999999999999996,3.5999999999999996,3.8999999999999995,B,3歳未勝利,10:55発走,ダ1700m(右),天候:曇,馬場:不
6,7,5,7,ビービーシャルト,セ3,56.0,勝浦,1:45.6,1.1/4,6.0,10.2,36.2,13-13-9-10,栗東野中,482(-4),201901010503,12.3,12.0,9.3,9.900000000000002,B,3歳未勝利,10:55発走,ダ1700m(右),天候:曇,馬場:不
7,8,3,4,エスキシータ,牝3,54.0,荻野極,1:45.6,ハナ,9.0,31.6,36.4,5-7-7-7,栗東藤原英,472(-4),201901010503,5.1,6.6,6.6,7.199999999999999,B,3歳未勝利,10:55発走,ダ1700m(右),天候:曇,馬場:不
8,9,4,5,エルデリュミエール,牝3,51.0,▲菅原明,1:45.7,3/4,14.0,259.8,36.4,8-9-9-10,栗東湯窪,470(0),201901010503,7.199999999999999,8.7,8.7,9.3,C,3歳未勝利,10:55発走,ダ1700m(右),天候:曇,馬場:不
9,10,1,1,ヴィヴァンフィーユ,牝3,54.0,岩田康,1:45.8,3/4,8.0,26.7,36.9,3-3-4-4,栗東山内,486(+4),201901010503,3.0,3.0,3.3,3.3,B,3歳未勝利,10:55発走,ダ1700m(右),天候:曇,馬場:不
10,11,3,3,ペイシャジュエル,牡3,56.0,菱田,1:45.8,クビ,5.0,9.8,36.5,8-9-9-7,美浦松永康,472(-8),201901010503,6.8999999999999995,8.399999999999999,8.399999999999999,6.8999999999999995,B,3歳未勝利,10:55発走,ダ1700m(右),天候:曇,馬場:不
11,12,7,11,スキンズマッチ,牡3,56.0,国分恭,1:46.4,3.1/2,7.0,18.1,37.0,11-9-9-10,栗東大根田,428(-4),201901010503,9.3,9.0,9.0,9.600000000000001,C,3歳未勝利,10:55発走,ダ1700m(右),天候:曇,馬場:不
12,13,8,14,デルマエトワール,牝3,51.0,▲団野,1:46.8,2.1/2,11.0,127.2,37.6,8-7-7-7,美浦菊沢,482(-8),201901010503,7.499999999999999,6.8999999999999995,6.8999999999999995,7.499999999999999,B,3歳未勝利,10:55発走,ダ1700m(右),天候:曇,馬場:不
13,14,6,9,ラブミフォーエバー,牡3,56.0,横山和,1:49.1,大,13.0,237.1,39.1,14-14-14-14,美浦勢司,444(0),201901010503,18.3,18.0,13.8,15.900000000000002,C,3歳未勝利,10:55発走,ダ1700m(右),天候:曇,馬場:不
0,1,3,5,シシリエンヌ,牝3,54.0,吉田隼,1:10.1,,10.0,50.4,35.3,3-2,栗東牧浦,486(+4),201901010504,0.0,0.0,2.1,1.5,C,3歳未勝利,11:25発走,芝1200m(右,天候:曇,馬場:稍
1,2,1,1,アセンダント,牝3,54.0,丹内,1:10.1,クビ,2.0,2.9,35.5,1-1,美浦田島,438(+2),201901010504,0.0,0.0,0,0,B,3歳未勝利,11:25発走,芝1200m(右,天候:曇,馬場:稍
2,3,6,12,マカリカ,牝3,54.0,岩田康,1:10.4,2,8.0,31.4,35.4,6-7,美浦久保田,432(0),201901010504,0.0,0.0,4.5,6.6,B,3歳未勝利,11:25発走,芝1200m(右,天候:曇,馬場:稍
3,4,4,7,ペイシャマキアージ,牝3,54.0,加藤,1:10.6,1,11.0,55.1,35.3,11-10,美浦本間,464(-2),201901010504,0.0,0.0,7.8,9.0,B,3歳未勝利,11:25発走,芝1200m(右,天候:曇,馬場:稍
4,5,2,4,ドゥシャンパーニュ,牝3,51.0,▲団野,1:10.6,クビ,3.0,11.4,35.6,6-4,栗東安田翔,414(-10),201901010504,0.0,0.0,4.2,4.8,B,3歳未勝利,11:25発走,芝1200m(右,天候:曇,馬場:稍
5,6,7,14,バームブラック,牝3,53.0,☆横山武,1:10.6,クビ,7.0,19.9,35.4,11-10,美浦清水英,432(-2),201901010504,0.0,0.0,8.1,9.3,B,3歳未勝利,11:25発走,芝1200m(右,天候:曇,馬場:稍
6,7,5,9,フレンチチェリー,牝3,54.0,藤岡佑,1:10.7,1/2,5.0,14.7,35.1,16-16,栗東牧田,450(+4),201901010504,0.0,0.0,11.700000000000001,12.900000000000002,B,3歳未勝利,11:25発走,芝1200m(右,天候:曇,馬場:稍
7,8,7,13,ホットスタンプ,牝3,54.0,桑村真,1:10.7,アタマ,16.0,359.6,35.3,13-14,美浦菊川,452(+4),201901010504,0.0,0.0,9.9,11.400000000000002,B,3歳未勝利,11:25発走,芝1200m(右,天候:曇,馬場:稍
8,9,2,3,マジックシード,牝3,54.0,国分恭,1:10.8,クビ,14.0,118.4,35.3,13-14,栗東西村,484(+14),201901010504,0.0,0.0,9.6,11.100000000000001,B,3歳未勝利,11:25発走,芝1200m(右,天候:曇,馬場:稍
9,10,6,11,ゴールドエクセル,牝3,54.0,横山和,1:10.8,アタマ,12.0,56.2,35.4,13-10,美浦深山,428(+4),201901010504,0.0,0.0,10.200000000000001,9.600000000000001,B,3歳未勝利,11:25発走,芝1200m(右,天候:曇,馬場:稍
10,11,8,15,スマートレジーナ,牝3,54.0,横山典,1:11.1,1.3/4,9.0,47.2,36.0,10-7,美浦鹿戸,420(+6),201901010504,0.0,0.0,6.3,7.199999999999999,C,3歳未勝利,11:25発走,芝1200m(右,天候:曇,馬場:稍
11,12,5,10,インディゴブルー,牝3,54.0,藤岡康,1:11.1,ハナ,4.0,13.6,36.3,3-4,栗東松下,406(-4),201901010504,0.0,0.0,2.4,5.1,B,3歳未勝利,11:25発走,芝1200m(右,天候:曇,馬場:稍
12,13,3,6,グレイシャスギャル,牝3,53.0,☆坂井,1:11.1,クビ,6.0,17.0,36.3,3-4,栗東中内田,426(+10),201901010504,0.0,0.0,1.8,4.5,B,3歳未勝利,11:25発走,芝1200m(右,天候:曇,馬場:稍
13,14,8,16,ノンストップ,牝3,54.0,ルメー,1:11.5,2.1/2,1.0,2.2,36.5,6-7,美浦栗田,428(-2),201901010504,0.0,0.0,4.8,6.8999999999999995,B,3歳未勝利,11:25発走,芝1200m(右,天候:曇,馬場:稍
14,15,1,2,ロジタイム,牝3,51.0,▲菅原明,1:11.7,1,15.0,232.1,36.7,6-10,美浦古賀慎,454(+8),201901010504,0.0,0.0,3.9,8.7,B,3歳未勝利,11:25発走,芝1200m(右,天候:曇,馬場:稍
15,16,4,8,ライトアップゼア,牝3,54.0,松岡,1:12.1,2.1/2,13.0,74.0,37.4,2-3,美浦大江原,450(-6),201901010504,0.0,0.0,0.3,3.0,C,3歳未勝利,11:25発走,芝1200m(右,天候:曇,馬場:稍
0,1,3,3,ショウリュウハル,牝2,54.0,松岡,1:30.8,,1.0,3.0,35.6,1-1-1,栗東佐々木,468(0),201901010505,0.0,0,0,0,A,2歳新馬,12:15発走,芝1500m(右,天候:曇,馬場:稍
1,2,8,14,イッツアワターン,牝2,54.0,岩田康,1:31.1,2,7.0,36.0,35.6,3-3-2,美浦相沢,416(0),201901010505,0.0,1.8,3.3,0.3,B,2歳新馬,12:15発走,芝1500m(右,天候:曇,馬場:稍
2,3,7,12,メイショウミモザ,牝2,54.0,池添,1:31.3,1.1/4,2.0,3.9,35.8,4-3-3,栗東池添兼,430(0),201901010505,0.0,3.5999999999999996,3.0,1.8,B,2歳新馬,12:15発走,芝1500m(右,天候:曇,馬場:稍
3,4,4,6,ジェシーハート,牡2,53.0,☆坂井,1:31.7,2.1/2,4.0,7.9,36.0,6-6-5,栗東矢作,442(0),201901010505,0.0,5.3999999999999995,5.3999999999999995,5.699999999999999,B,2歳新馬,12:15発走,芝1500m(右,天候:曇,馬場:稍
4,5,6,10,ヒルノブルージュ,牡2,54.0,横山和,1:31.9,1.1/2,6.0,11.4,36.4,6-3-3,栗東昆,482(0),201901010505,0.0,5.699999999999999,3.5999999999999996,2.1,B,2歳新馬,12:15発走,芝1500m(右,天候:曇,馬場:稍
5,6,5,8,テイエムファンキー,牡2,54.0,国分恭,1:32.3,2.1/2,14.0,221.9,36.6,4-6-5,栗東湯窪,444(0),201901010505,0.0,3.3,5.1,5.1,C,2歳新馬,12:15発走,芝1500m(右,天候:曇,馬場:稍
6,7,7,11,アイシーブルー,牡2,54.0,勝浦,1:32.5,1.1/4,9.0,61.2,36.5,9-8-8,美浦田村,426(0),201901010505,0.0,7.199999999999999,6.8999999999999995,7.199999999999999,B,2歳新馬,12:15発走,芝1500m(右,天候:曇,馬場:稍
7,8,5,7,トーセンシュバリエ,牡2,54.0,菱田,1:32.5,アタマ,13.0,181.0,36.0,10-11-10,美浦上原,434(0),201901010505,0.0,9.0,10.5,11.7,C,2歳新馬,12:15発走,芝1500m(右,天候:曇,馬場:稍
8,9,8,13,コスモオーブ,牡2,54.0,丹内,1:32.8,1.3/4,12.0,125.5,37.5,2-2-5,美浦伊藤大,454(0),201901010505,0.0,0.3,1.5,5.3999999999999995,B,2歳新馬,12:15発走,芝1500m(右,天候:曇,馬場:稍
9,10,4,5,テーオークイーン,牝2,54.0,藤岡康,1:32.9,1/2,8.0,38.2,36.6,13-9-9,栗東宮,432(0),201901010505,0.0,13.5,8.7,8.7,B,2歳新馬,12:15発走,芝1500m(右,天候:曇,馬場:稍
10,11,1,1,アースウルフ,牡2,54.0,加藤,1:33.5,3.1/2,11.0,101.6,36.8,14-13-11,美浦粕谷,416(0),201901010505,0.0,16.5,12.0,13.2,B,2歳新馬,12:15発走,芝1500m(右,天候:曇,馬場:稍
11,12,2,2,ハルプモント,牡2,54.0,ルメー,1:34.8,8,3.0,6.0,38.5,6-9-12,美浦池上,488(0),201901010505,0.0,5.1,8.399999999999999,16.2,B,2歳新馬,12:15発走,芝1500m(右,天候:曇,馬場:稍
12,13,3,4,チョウハンパナイ,牝2,51.0,▲団野,1:35.3,3,10.0,92.0,38.8,10-11-13,栗東西橋,466(0),201901010505,0.0,8.7,10.2,19.2,C,2歳新馬,12:15発走,芝1500m(右,天候:曇,馬場:稍
13,14,6,9,ヴェルテックス,牡2,54.0,藤岡佑,1:37.9,大,5.0,8.0,40.9,12-14-14,栗東池江,514(0),201901010505,0.0,10.5,13.5,25.2,D,2歳新馬,12:15発走,芝1500m(右,天候:曇,馬場:稍
0,1,6,9,キタサンチャンドラ,牡3,56.0,加藤,1:45.4,,2.0,3.0,37.9,3-4-4-5,栗東梅田,454(-4),201901010506,2.1,3.3,3.3,3.8999999999999995,B,3歳未勝利,12:45発走,ダ1700m(右),天候:曇,馬場:不
1,2,4,6,カガストロング,牡3,56.0,川島,1:45.6,1.1/4,9.0,30.6,38.0,10-11-4-2,美浦萱野,462(-6),201901010506,9.3,10.200000000000001,3.5999999999999996,0.6,C,3歳未勝利,12:45発走,ダ1700m(右),天候:曇,馬場:不
2,3,3,3,マーブルサニー,牝3,54.0,池添,1:45.7,3/4,3.0,14.4,38.3,3-3-2-2,栗東西園,486(-4),201901010506,1.8,1.8,1.8,0.3,C,3歳未勝利,12:45発走,ダ1700m(右),天候:曇,馬場:不
3,4,3,4,エスデス,牝3,54.0,藤岡佑,1:45.8,1/2,5.0,15.5,37.4,12-12-12-7,美浦田中博,424(-10),201901010506,12.3,13.200000000000001,12.0,5.699999999999999,C,3歳未勝利,12:45発走,ダ1700m(右),天候:曇,馬場:不
4,5,5,7,カーブドシール,牡3,56.0,岩田康,1:46.2,2.1/2,1.0,1.9,38.5,5-5-7-7,栗東浜田,488(0),201901010506,5.1,4.8,5.3999999999999995,5.3999999999999995,B,3歳未勝利,12:45発走,ダ1700m(右),天候:曇,馬場:不
5,6,5,8,メイプルクリーク,牝3,53.0,☆横山武,1:46.6,2.1/2,7.0,23.4,38.5,8-8-9-9,美浦尾関,468(+18),201901010506,7.199999999999999,8.4,8.7,7.499999999999999,C,3歳未勝利,12:45発走,ダ1700m(右),天候:曇,馬場:不
6,7,6,10,プリモパンサー,牝3,51.0,▲菅原明,1:46.6,ハナ,8.0,29.8,38.5,8-8-9-9,美浦伊藤圭,452(+6),201901010506,7.499999999999999,8.700000000000001,9.0,7.799999999999999,C,3歳未勝利,12:45発走,ダ1700m(右),天候:曇,馬場:不
7,8,4,5,ペイシャルフェ,牝3,54.0,五十冬,1:46.7,3/4,11.0,49.2,39.1,12-12-4-4,美浦蛯名,416(-14),201901010506,12.600000000000001,13.500000000000002,3.8999999999999995,2.0999999999999996,B,3歳未勝利,12:45発走,ダ1700m(右),天候:曇,馬場:不
8,9,8,13,メイショウフナカジ,牡3,56.0,古川,1:47.0,1.3/4,6.0,18.8,39.3,5-6-7-9,栗東松永幹,444(-6),201901010506,5.699999999999999,6.6,5.699999999999999,7.199999999999999,C,3歳未勝利,12:45発走,ダ1700m(右),天候:曇,馬場:不
9,10,8,14,ベルジュルネ,牝3,54.0,藤岡康,1:47.1,3/4,4.0,15.4,39.8,2-2-1-1,栗東藤岡,484(-16),201901010506,0.3,0.3,0,0,B,3歳未勝利,12:45発走,ダ1700m(右),天候:曇,馬場:不
10,11,7,11,ハコダテカーニバル,牝3,54.0,荻野極,1:47.4,1.3/4,12.0,165.4,40.0,1-1-2-5,栗東岡田,484(+10),201901010506,0,0,1.5,3.5999999999999996,C,3歳未勝利,12:45発走,ダ1700m(右),天候:曇,馬場:不
11,12,7,12,トレンドボブ,牝3,51.0,▲団野,1:47.9,3,13.0,236.5,39.7,5-6-11-12,美浦高橋文,422(-10),201901010506,5.3999999999999995,6.3,10.5,10.8,C,3歳未勝利,12:45発走,ダ1700m(右),天候:曇,馬場:不
12,13,2,2,インターロード,牡3,56.0,松岡,1:48.1,1,10.0,42.1,39.5,10-8-13-13,美浦伊藤伸,468(+4),201901010506,9.0,8.1,13.5,13.8,B,3歳未勝利,12:45発走,ダ1700m(右),天候:曇,馬場:不
13,14,1,1,フルヒロブラック,セ3,56.0,黛,1:48.8,4,14.0,237.6,40.0,14-14-14-14,美浦田中清,440(+8),201901010506,15.600000000000001,16.5,15.0,16.8,C,3歳未勝利,12:45発走,ダ1700m(右),天候:曇,馬場:不
0,1,3,3,ヤップヤップヤップ,牡3,56.0,ルメー,2:01.8,,1.0,1.8,36.6,7-7-2-1,美浦宗像,438(-4),201901010507,9.6,12.0,0.3,0.3,B,3歳未勝利,13:15発走,芝2000m(右,天候:曇,馬場:稍
1,2,4,4,トゥールナージュ,牝3,54.0,古川,2:02.7,5,6.0,23.1,36.9,5-6-9-6,栗東飯田雄,448(-8),201901010507,6.3,10.5,8.399999999999999,5.3999999999999995,B,3歳未勝利,13:15発走,芝2000m(右,天候:曇,馬場:稍
2,3,8,12,レンジャーガール,牝3,54.0,国分恭,2:02.8,クビ,2.0,3.9,37.2,10-10-7-4,栗東河内,452(+6),201901010507,12.9,15.3,6.8999999999999995,3.5999999999999996,B,3歳未勝利,13:15発走,芝2000m(右,天候:曇,馬場:稍
3,4,7,9,ゼットレオ,牡3,56.0,池添,2:02.8,クビ,3.0,7.1,37.4,5-5-4-3,栗東池添兼,436(+4),201901010507,6.6,9.0,3.3,1.8,B,3歳未勝利,13:15発走,芝2000m(右,天候:曇,馬場:稍
4,5,6,7,ケイアイネイビー,牡3,56.0,吉田隼,2:02.8,アタマ,5.0,21.1,37.3,3-3-6-4,美浦和田郎,454(+4),201901010507,4.8,6.0,5.1,3.3,D,3歳未勝利,13:15発走,芝2000m(右,天候:曇,馬場:稍
5,6,5,5,ゲットリズム,牡3,56.0,菱田,2:03.4,3.1/2,7.0,25.3,38.2,2-2-1-2,美浦林,500(-6),201901010507,1.5,3.0,0,0,B,3歳未勝利,13:15発走,芝2000m(右,天候:曇,馬場:稍
6,7,6,8,プロース,牡3,53.0,▲菅原明,2:03.7,1.1/2,10.0,116.6,38.3,8-8-4-6,美浦高木,480(+2),201901010507,11.1,13.5,3.5999999999999996,5.1,C,3歳未勝利,13:15発走,芝2000m(右,天候:曇,馬場:稍
7,8,5,6,ランランウイング,牝3,54.0,藤岡康,2:04.2,3,4.0,8.0,38.5,3-4-7-8,栗東今野,468(-2),201901010507,4.5,7.5,6.6,7.199999999999999,C,3歳未勝利,13:15発走,芝2000m(右,天候:曇,馬場:稍
8,9,1,1,ドラゴンエナジー,牡3,56.0,黛,2:04.5,2,11.0,204.8,39.2,1-1-3-8,美浦大江原,462(+2),201901010507,0,0,1.8,6.8999999999999995,C,3歳未勝利,13:15発走,芝2000m(右,天候:曇,馬場:稍
9,10,7,10,ヴェルトラウン,牡3,55.0,☆横山武,2:05.6,7,9.0,55.7,38.9,11-11-11-10,栗東坂口,436(+12),201901010507,15.9,21.3,15.899999999999999,13.2,C,3歳未勝利,13:15発走,芝2000m(右,天候:曇,馬場:稍
